No,Id,Provinsi,Kabupaten / Kota,5. Jumlah Pemilih (1+2+3+4+5) (JML),H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,Jumlah Suara Sah Calon Presiden dan Wakil Presiden,Jumlah Tidak Memilih dan Suara Tidak Sah,Jumlah Tidak Memilih dan Suara Tidak Sah (%),Pasangan yang Unggul,Selisih Suara,Selisih Suara (%)
503,1707,Bengkulu,Lebong,80864,22935,29369,52304,28560,35.31855956,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-6434,-12.30116243
504,1708,Bengkulu,Kepahiang,110470,41837,32655,74492,35978,32.56811804,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,9182,12.32615583
505,1709,Bengkulu,Bengkulu Tengah,77525,26040,33531,59571,17954,23.15898097,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-7491,-12.57491061
506,1771,Bengkulu,Kota Bengkulu,259170,81132,83135,164267,94903,36.61804993,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-2003,-1.219356292
508,1803,Lampung,Lampung Selatan,715943,231365,287821,519186,196757,27.48221576,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-56456,-10.87394498
509,1805,Lampung,Lampung Tengah,913056,306752,366977,673729,239327,26.21164529,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-60225,-8.93905413
510,1806,Lampung,Lampung Utara,444175,185801,138884,324685,119490,26.90155907,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,46917,14.45000539
511,1801,Lampung,Lampung Barat,325619,97555,140261,237816,87803,26.96494983,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42706,-17.95758065
512,1808,Lampung,Tulangbawang,291541,95164,112553,207717,83824,28.75204517,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-17389,-8.371486205
513,1802,Lampung,Tanggamus,460828,163155,145675,308830,151998,32.98367287,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,17480,5.660071884
514,1804,Lampung,Lampung Timur,784179,230528,311267,541795,242384,30.90926944,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-80739,-14.90213088
515,1807,Lampung,Way Kanan,337891,107739,134930,242669,95222,28.18127739,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-27191,-11.20497468
516,1809,Lampung,Pesawaran,322340,113560,123315,236875,85465,26.51392939,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-9755,-4.118205805
517,1810,Lampung,Pringsewu,312250,102677,109675,212352,99898,31.99295436,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-6998,-3.29547167
518,1811,Lampung,Mesuji,150411,45124,62581,107705,42706,28.3928702,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-17457,-16.20816118
519,1812,Lampung,Tulangbawang Barat,205250,69047,83631,152678,52572,25.6136419,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-14584,-9.552129318
520,1871,Lampung,Kota Bandar Lampung,693576,243525,240477,484002,209574,30.21644348,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,3048,0.629749464
521,1872,Lampung,Kota Metro,113919,41932,41842,83774,30145,26.46178425,H. Prabowo Subianto - Ir. M. H. Hatta Rajasa,90,0.1074319
523,1901,Kepulauan Bangka Belitung,Bangka,217017,48689,85481,134170,82847,38.17535032,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-36792,-27.42192741
524,1902,Kepulauan Bangka Belitung,Belitung,118796,28539,60700,89239,29557,24.88046736,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-32161,-36.0391757
525,1905,Kepulauan Bangka Belitung,Bangka Selatan,135676,24574,56235,80809,54867,40.43972405,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-31661,-39.18004183
526,1904,Kepulauan Bangka Belitung,Bangka Tengah,122527,22078,52707,74785,47742,38.96447314,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-30629,-40.95607408
527,1903,Kepulauan Bangka Belitung,Bangka Barat,126583,22481,64716,87197,39386,31.11476265,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-42235,-48.43629941
528,1906,Kepulauan Bangka Belitung,Belitung Timur,81697,18542,42817,61359,20338,24.89442697,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-24275,-39.56224841
529,1971,Kepulauan Bangka Belitung,Kota Pangkal Pinang,141648,35803,49703,85506,56142,39.63486954,Ir. H. Joko Widodo - Drs. H. M. Jusuf Kalla,-13900,-16.25616916
,,,,,,,,,,,,
